Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date,Neighborhoods_from_gw34_aa8i,Neighborhoods_from_5jp5_kw3x,New Neighborhoods_from_s3dq_ztay,layer_0_from_mgnu_zr5s,layer_0_from_yr99_sgmi,LA Neighborhoods_from_5ikr_59ci,City Boundaries_from_22pk_kkuz,Los Angeles Incorporated Cities,la_county_tracts_from_jczq_z5ui,DPW_CITY_BOUNDARIES_from_dmu2_xaer,Neighborhoods_from_9utn_waje_1,LA County Regions Map,Los Angeles Neighborhood Map,Regions_from_qspe_35qg,Census Tracts_from_jczq_z5ui,Neighborhoods_from_9utn_waje
Health,Asthma,Asthma-Related ER Visits,2017,44.61,"Census Tract 5335.01, Los Angeles County, California",533501,Huntington Park,1400000US06037533501,"(33.9855105, -118.200384)",Asthma_Related_ER_Visits_2017_1400000US06037533501,01/01/2017,40,40,40,39,39,109,26,26,1106,192,116,14,116,14,1106,116
Health,Asthma,Asthma-Related ER Visits,2017,74.19,"Census Tract 1319, Los Angeles County, California",131900,Lake Balboa,1400000US06037131900,"(34.2047185, -118.50986)",Asthma_Related_ER_Visits_2017_1400000US06037131900,01/01/2017,135,135,138,135,139,77,76,76,1544,305,127,9,127,9,1544,127
Health,Asthma,Asthma-Related ER Visits,2017,62.66,"Census Tract 4045.04, Los Angeles County, California",404504,Citrus,1400000US06037404504,"(34.11051, -117.9033385)",Asthma_Related_ER_Visits_2017_1400000US06037404504,01/01/2017,2,2,2,2,2,48,,,2261,170,51,10,51,10,2261,51
Health,Asthma,Asthma-Related ER Visits,2017,40.39,"Census Tract 2964.02, Los Angeles County, California",296402,San Pedro,1400000US06037296402,"(33.7455135, -118.303183)",Asthma_Related_ER_Visits_2017_1400000US06037296402,01/01/2017,20,20,19,19,19,199,76,76,2334,305,207,5,207,5,2334,207
Health,Asthma,Asthma-Related ER Visits,2017,74.19,"Census Tract 1096.04, Los Angeles County, California",109604,Mission Hills,1400000US06037109604,"(34.2615535, -118.465347)",Asthma_Related_ER_Visits_2017_1400000US06037109604,01/01/2017,240,240,240,241,240,150,76,76,213,305,156,9,156,9,213,156
Health,Asthma,Asthma-Related ER Visits,2017,58.02,"Census Tract 2047, Los Angeles County, California",204700,Boyle Heights,1400000US06037204700,"(34.030962, -118.212412)",Asthma_Related_ER_Visits_2017_1400000US06037204700,01/01/2017,73,76,75,74,74,21,76,76,653,305,32,4,32,4,653,32
Health,Asthma,Asthma-Related ER Visits,2017,30.01,"Census Tract 2125.01, Los Angeles County, California",212501,Koreatown,1400000US06037212501,"(34.0560675, -118.305364)",Asthma_Related_ER_Visits_2017_1400000US06037212501,01/01/2017,188,188,187,185,191,115,76,76,1123,305,29,3,29,3,1123,29
Health,Asthma,Asthma-Related ER Visits,2017,66.33,"Census Tract 4028.01, Los Angeles County, California",402801,Pomona,1400000US06037402801,"(34.055632, -117.7336725)",Asthma_Related_ER_Visits_2017_1400000US06037402801,01/01/2017,48,48,48,47,47,178,66,66,117,324,184,7,184,7,117,184
Health,Asthma,Asthma-Related ER Visits,2017,53.1,"Census Tract 5308.01, Los Angeles County, California",530801,East Los Angeles,1400000US06037530801,"(34.050936, -118.187759)",Asthma_Related_ER_Visits_2017_1400000US06037530801,01/01/2017,43,43,42,41,41,69,,,2307,220,73,4,73,4,2307,73
Health,Asthma,Asthma-Related ER Visits,2017,18.93,"Census Tract 1415, Los Angeles County, California",141500,Encino,1400000US06037141500,"(34.138146, -118.4788925)",Asthma_Related_ER_Visits_2017_1400000US06037141500,01/01/2017,266,266,266,267,266,79,76,76,1138,305,83,9,83,9,1138,83
Health,Asthma,Asthma-Related ER Visits,2017,57,"Census Tract 1916.10, Los Angeles County, California",191610,East Hollywood,1400000US06037191610,"(34.0871475, -118.304811)",Asthma_Related_ER_Visits_2017_1400000US06037191610,01/01/2017,233,233,233,219,234,67,76,76,1642,305,70,3,70,3,1642,70
Health,Asthma,Asthma-Related ER Visits,2014,16.107026,"Census Tract 6702.01, Los Angeles County, California",670201,Rolling Hills Estates,1400000US06037670201,"(33.7777515, -118.339328)",Asthma_Related_ER_Visits_2014_1400000US06037670201,01/01/2014,270,270,270,270,270,189,74,74,1752,303,191,13,191,13,1752,191
Health,Asthma,Asthma-Related ER Visits,2014,56.754001,"Census Tract 6030.05, Los Angeles County, California",603005,Gardena,1400000US06037603005,"(33.8982925, -118.304751)",Asthma_Related_ER_Visits_2014_1400000US06037603005,01/01/2014,17,17,98,96,67,84,71,71,445,300,88,13,88,13,445,88
Health,Asthma,Asthma-Related ER Visits,2014,43.31,"Census Tract 6015.02, Los Angeles County, California",601502,Lennox,1400000US06037601502,"(33.940659, -118.363495)",Asthma_Related_ER_Visits_2014_1400000US06037601502,01/01/2014,213,213,214,218,219,131,,,168,249,139,13,139,13,168,139
Health,Asthma,Asthma-Related ER Visits,2017,53.1,"Census Tract 5309.01, Los Angeles County, California",530901,East Los Angeles,1400000US06037530901,"(34.0432735, -118.1886005)",Asthma_Related_ER_Visits_2017_1400000US06037530901,01/01/2017,43,43,42,41,41,69,,,484,220,73,4,73,4,484,73
Health,Asthma,Asthma-Related ER Visits,2014,19.680813,"Census Tract 7012.02, Los Angeles County, California",701202,Santa Monica,1400000US06037701202,"(34.033922, -118.489809)",Asthma_Related_ER_Visits_2014_1400000US06037701202,01/01/2014,178,178,178,176,182,203,28,28,281,215,201,16,201,16,281,201
Health,Asthma,Asthma-Related ER Visits,2014,12.56,"Census Tract 8003.25, Los Angeles County, California",800325,Westlake Village,1400000US06037800325,"(34.142043, -118.818764)",Asthma_Related_ER_Visits_2014_1400000US06037800325,01/01/2014,157,157,159,157,162,259,2,2,1258,181,259,11,259,11,1258,259
Health,Asthma,Asthma-Related ER Visits,2017,46.61,"Census Tract 1953, Los Angeles County, California",195300,Los Feliz,1400000US06037195300,"(34.098795, -118.285197)",Asthma_Related_ER_Visits_2017_1400000US06037195300,01/01/2017,221,221,224,229,228,140,76,76,59,305,146,3,146,3,59,146
Health,Asthma,Asthma-Related ER Visits,2017,54.75,"Census Tract 4335.04, Los Angeles County, California",433504,South El Monte,1400000US06037433504,"(34.0572675, -118.0534915)",Asthma_Related_ER_Visits_2017_1400000US06037433504,01/01/2017,141,141,139,136,140,213,63,63,1078,321,217,10,217,10,1078,217
Health,Asthma,Asthma-Related ER Visits,2014,19.82,"Census Tract 6200.02, Los Angeles County, California",620002,El Segundo,1400000US06037620002,"(33.91999, -118.4047515)",Asthma_Related_ER_Visits_2014_1400000US06037620002,01/01/2014,222,222,211,194,215,74,19,19,1971,246,78,13,78,13,1971,78
Health,Asthma,Asthma-Related ER Visits,2017,68.67,"Census Tract 4072, Los Angeles County, California",407200,La Puente,1400000US06037407200,"(34.0334615, -117.9610665)",Asthma_Related_ER_Visits_2017_1400000US06037407200,01/01/2017,66,68,66,65,65,126,62,62,1936,318,133,10,133,10,1936,133
Health,Asthma,Asthma-Related ER Visits,2017,23.85,"Census Tract 2121.02, Los Angeles County, California",212102,Koreatown,1400000US06037212102,"(34.0635735, -118.298496)",Asthma_Related_ER_Visits_2017_1400000US06037212102,01/01/2017,188,188,187,185,191,115,76,76,75,305,29,3,29,3,75,29
Health,Asthma,Asthma-Related ER Visits,2014,51.079752,"Census Tract 6039, Los Angeles County, California",603900,Lawndale,1400000US06037603900,"(33.8948405, -118.360618)",Asthma_Related_ER_Visits_2014_1400000US06037603900,01/01/2014,72,74,72,71,71,129,57,57,1782,291,137,13,137,13,1782,137
Health,Asthma,Asthma-Related ER Visits,2017,57.85,"Census Tract 5029.02, Los Angeles County, California",502902,South Whittier,1400000US06037502902,"(33.944162, -118.0517005)",Asthma_Related_ER_Visits_2017_1400000US06037502902,01/01/2017,79,81,81,80,80,219,,,2121,292,223,14,223,14,2121,223
Health,Asthma,Asthma-Related ER Visits,2017,39.76,"Census Tract 3112, Los Angeles County, California",311200,Burbank,1400000US06037311200,"(34.1714255, -118.3527755)",Asthma_Related_ER_Visits_2017_1400000US06037311200,01/01/2017,182,182,181,181,185,33,36,36,1495,266,28,9,28,9,1495,28
Health,Asthma,Asthma-Related ER Visits,2017,56.69,"Census Tract 2133.20, Los Angeles County, California",213320,Pico-Union,1400000US06037213320,"(34.0508855, -118.2937275)",Asthma_Related_ER_Visits_2017_1400000US06037213320,01/01/2017,192,192,191,190,195,168,76,76,1126,305,181,3,181,3,1126,181
Health,Asthma,Asthma-Related ER Visits,2014,24.77,"Census Tract 7022.01, Los Angeles County, California",702201,Santa Monica,1400000US06037702201,"(34.0134445, -118.4732815)",Asthma_Related_ER_Visits_2014_1400000US06037702201,01/01/2014,178,178,178,176,182,203,28,28,1483,215,201,16,201,16,1483,201
Health,Asthma,Asthma-Related ER Visits,2017,30.17,"Census Tract 2742.02, Los Angeles County, California",274202,Venice,1400000US06037274202,"(33.97183937, -118.4601234)",Asthma_Related_ER_Visits_2017_1400000US06037274202,01/01/2017,16,16,16,16,16,240,76,76,618,305,245,16,245,16,618,245
Health,Asthma,Asthma-Related ER Visits,2014,65.48162600000001,"Census Tract 9106.06, Los Angeles County, California",910606,Palmdale,1400000US06037910606,"(34.5618675, -118.06729)",Asthma_Related_ER_Visits_2014_1400000US06037910606,01/01/2014,18,18,17,17,17,169,4,4,1109,177,175,2,175,2,1109,175
Health,Asthma,Asthma-Related ER Visits,2017,39.74,"Census Tract 5039.02, Los Angeles County, California",503902,La Mirada,1400000US06037503902,"(33.887924, -118.015935)",Asthma_Related_ER_Visits_2017_1400000US06037503902,01/01/2017,154,154,153,150,146,124,82,82,576,310,57,14,57,14,576,57
Health,Asthma,Asthma-Related ER Visits,2017,40.24,"Census Tract 1373.01, Los Angeles County, California",137301,Woodland Hills,1400000US06037137301,"(34.1767335, -118.6309385)",Asthma_Related_ER_Visits_2017_1400000US06037137301,01/01/2017,259,259,260,261,260,272,76,76,759,305,272,9,272,9,759,272
Health,Asthma,Asthma-Related ER Visits,2017,58.45,"Census Tract 5031.06, Los Angeles County, California",503106,South Whittier,1400000US06037503106,"(33.922533, -118.0218275)",Asthma_Related_ER_Visits_2017_1400000US06037503106,01/01/2017,79,81,81,80,80,219,,,129,292,223,14,223,14,129,223
Health,Asthma,Asthma-Related ER Visits,2017,60.74,"Census Tract 1066.48, Los Angeles County, California",106648,Sylmar,1400000US06037106648,"(34.293406, -118.4556035)",Asthma_Related_ER_Visits_2017_1400000US06037106648,01/01/2017,56,56,56,55,55,224,76,76,210,305,224,9,224,9,210,224
Health,Asthma,Asthma-Related ER Visits,2017,43.94,"Census Tract 1991.20, Los Angeles County, California",199120,Lincoln Heights,1400000US06037199120,"(34.0713815, -118.200508)",Asthma_Related_ER_Visits_2017_1400000US06037199120,01/01/2017,120,120,122,120,122,134,76,76,1759,305,141,4,141,4,1759,141
Health,Asthma,Asthma-Related ER Visits,2017,70.2,"Census Tract 4029.04, Los Angeles County, California",402904,Pomona,1400000US06037402904,"(34.0261665, -117.7384515)",Asthma_Related_ER_Visits_2017_1400000US06037402904,01/01/2017,48,48,48,47,47,178,66,66,2044,324,184,7,184,7,2044,184
Health,Asthma,Asthma-Related ER Visits,2017,35.62,"Census Tract 3018.02, Los Angeles County, California",301802,Glendale,1400000US06037301802,"(34.1490075, -118.259807)",Asthma_Related_ER_Visits_2017_1400000US06037301802,01/01/2017,214,214,216,220,220,86,38,38,255,15,92,15,92,15,255,92
Health,Asthma,Asthma-Related ER Visits,2017,50.15,"Census Tract 4081.40, Los Angeles County, California",408140,South San Jose Hills,1400000US06037408140,"(34.0091825, -117.9035275)",Asthma_Related_ER_Visits_2017_1400000US06037408140,01/01/2017,189,189,188,186,192,218,,,1329,316,222,10,222,10,1329,222
Health,Asthma,Asthma-Related ER Visits,2017,46.33,"Census Tract 2318, Los Angeles County, California",231800,Historic South-Central,1400000US06037231800,"(34.0074525, -118.27748)",Asthma_Related_ER_Visits_2017_1400000US06037231800,01/01/2017,99,100,102,100,100,55,76,76,371,305,112,12,112,12,371,112
Health,Asthma,Asthma-Related ER Visits,2017,74.12000000000001,"Census Tract 1172.01, Los Angeles County, California",117201,North Hills,1400000US06037117201,"(34.242798, -118.470143)",Asthma_Related_ER_Visits_2017_1400000US06037117201,01/01/2017,67,75,73,72,72,159,76,76,1554,305,165,9,165,9,1554,165
Health,Asthma,Asthma-Related ER Visits,2014,24.090193,"Census Tract 9800.10, Los Angeles County, California",980010,Elysian Park,1400000US06037980010,"(34.081932, -118.238222)",Asthma_Related_ER_Visits_2014_1400000US06037980010,01/01/2014,158,158,160,158,163,76,76,76,1416,305,80,3,80,3,1416,80
Health,Asthma,Asthma-Related ER Visits,2017,41,"Census Tract 1275.20, Los Angeles County, California",127520,Van Nuys,1400000US06037127520,"(34.2182555, -118.469623)",Asthma_Related_ER_Visits_2017_1400000US06037127520,01/01/2017,21,21,32,31,31,239,76,76,1635,305,244,9,244,9,1635,244
Health,Asthma,Asthma-Related ER Visits,2014,12.116876,"Census Tract 6211.04, Los Angeles County, California",621104,Hermosa Beach,1400000US06037621104,"(33.85822473, -118.39661)",Asthma_Related_ER_Visits_2014_1400000US06037621104,01/01/2014,110,112,113,110,112,103,72,72,927,301,108,13,108,13,927,108
Health,Asthma,Asthma-Related ER Visits,2014,20.48,"Census Tract 6507.01, Los Angeles County, California",650701,Torrance,1400000US06037650701,"(33.8313195, -118.353571)",Asthma_Related_ER_Visits_2014_1400000US06037650701,01/01/2014,176,176,176,174,180,230,73,73,1813,302,234,13,234,13,1813,234
Health,Asthma,Asthma-Related ER Visits,2017,36.22,"Census Tract 2933.01, Los Angeles County, California",293301,Harbor City,1400000US06037293301,"(33.8102215, -118.303639)",Asthma_Related_ER_Visits_2017_1400000US06037293301,01/01/2017,271,271,267,271,271,96,76,76,855,305,100,5,100,5,855,100
Health,Asthma,Asthma-Related ER Visits,2014,57.226383,"Census Tract 9101.01, Los Angeles County, California",910101,Palmdale,1400000US06037910101,"(34.6128065, -118.045045)",Asthma_Related_ER_Visits_2014_1400000US06037910101,01/01/2014,18,18,17,17,17,169,,,1012,162,175,2,175,2,1012,175
Health,Asthma,Asthma-Related ER Visits,2014,94.265053,"Census Tract 9006.07, Los Angeles County, California",900607,Lancaster,1400000US06037900607,"(34.693862, -118.124286)",Asthma_Related_ER_Visits_2014_1400000US06037900607,01/01/2014,156,156,156,153,153,125,5,5,1058,194,132,2,132,2,1058,132
Health,Asthma,Asthma-Related ER Visits,2017,68.67,"Census Tract 4077.02, Los Angeles County, California",407702,La Puente,1400000US06037407702,"(34.0206605, -117.947234)",Asthma_Related_ER_Visits_2017_1400000US06037407702,01/01/2017,66,68,66,65,65,126,62,62,2133,318,133,10,133,10,2133,133
Health,Asthma,Asthma-Related ER Visits,2014,25.374174,"Census Tract 9200.42, Los Angeles County, California",920042,Santa Clarita,1400000US06037920042,"(34.3938205, -118.4701755)",Asthma_Related_ER_Visits_2014_1400000US06037920042,01/01/2014,269,269,271,269,268,201,81,81,1394,174,209,8,209,8,1394,209
Health,Asthma,Asthma-Related ER Visits,2017,47.69,"Census Tract 1134.01, Los Angeles County, California",113401,Winnetka,1400000US06037113401,"(34.2279845, -118.562301)",Asthma_Related_ER_Visits_2017_1400000US06037113401,01/01/2017,216,216,218,222,222,271,76,76,1241,305,271,9,271,9,1241,271
Health,Asthma,Asthma-Related ER Visits,2017,31.88,"Census Tract 1904.02, Los Angeles County, California",190402,Los Feliz,1400000US06037190402,"(34.103557, -118.307149)",Asthma_Related_ER_Visits_2017_1400000US06037190402,01/01/2017,221,221,224,229,228,140,76,76,609,305,146,3,146,3,609,146
Health,Asthma,Asthma-Related ER Visits,2017,39.1,"Census Tract 2780.01, Los Angeles County, California",278001,Westchester,1400000US06037278001,"(33.955837, -118.4023185)",Asthma_Related_ER_Visits_2017_1400000US06037278001,01/01/2017,104,105,109,106,106,253,76,76,1511,305,253,13,253,13,1511,253
Health,Asthma,Asthma-Related ER Visits,2014,20.4,"Census Tract 9201.16, Los Angeles County, California",920116,Castaic,1400000US06037920116,"(34.4830095, -118.6364085)",Asthma_Related_ER_Visits_2014_1400000US06037920116,01/01/2014,238,238,238,239,238,39,,,1396,221,42,8,42,8,1396,42
Health,Asthma,Asthma-Related ER Visits,2014,20.75,"Census Tract 6512.22, Los Angeles County, California",651222,Torrance,1400000US06037651222,"(33.8127245, -118.360268)",Asthma_Related_ER_Visits_2014_1400000US06037651222,01/01/2014,176,176,176,174,180,230,73,73,933,302,234,13,234,13,933,234
Health,Asthma,Asthma-Related ER Visits,2017,34.55,"Census Tract 4300.03, Los Angeles County, California",430003,Monrovia,1400000US06037430003,"(34.1682255, -117.942383)",Asthma_Related_ER_Visits_2017_1400000US06037430003,01/01/2017,13,13,13,13,13,151,18,18,1040,234,159,10,159,10,1040,159
Health,Asthma,Asthma-Related ER Visits,2017,38.7,"Census Tract 1113.02, Los Angeles County, California",111302,Northridge,1400000US06037111302,"(34.2539425, -118.512829)",Asthma_Related_ER_Visits_2017_1400000US06037111302,01/01/2017,92,92,93,92,92,152,76,76,2257,305,53,9,53,9,2257,53
Health,Asthma,Asthma-Related ER Visits,2017,59.16,"Census Tract 5319.02, Los Angeles County, California",531902,East Los Angeles,1400000US06037531902,"(34.0120805, -118.1324565)",Asthma_Related_ER_Visits_2017_1400000US06037531902,01/01/2017,43,43,42,41,41,69,,,1094,220,73,4,73,4,1094,73
Health,Asthma,Asthma-Related ER Visits,2017,51.19,"Census Tract 2973, Los Angeles County, California",297300,San Pedro,1400000US06037297300,"(33.72072214, -118.3123083)",Asthma_Related_ER_Visits_2017_1400000US06037297300,01/01/2017,20,20,19,19,19,199,76,76,1459,305,207,5,207,5,1459,207
Health,Asthma,Asthma-Related ER Visits,2017,39.4,"Census Tract 2086.20, Los Angeles County, California",208620,Westlake,1400000US06037208620,"(34.069656, -118.2780295)",Asthma_Related_ER_Visits_2017_1400000US06037208620,01/01/2017,166,166,167,164,170,258,76,76,654,305,258,3,258,3,654,258
Health,Asthma,Asthma-Related ER Visits,2017,79.03,"Census Tract 5330.01, Los Angeles County, California",533001,Florence-Firestone,1400000US06037533001,"(33.980225, -118.2455)",Asthma_Related_ER_Visits_2017_1400000US06037533001,01/01/2017,84,87,86,85,85,82,,,1967,255,86,12,86,12,1967,86
Health,Asthma,Asthma-Related ER Visits,2014,25.06,"Census Tract 9203.37, Los Angeles County, California",920337,Santa Clarita,1400000US06037920337,"(34.373884, -118.5145465)",Asthma_Related_ER_Visits_2014_1400000US06037920337,01/01/2014,269,269,271,269,268,201,81,81,374,174,209,8,209,8,374,209
Health,Asthma,Asthma-Related ER Visits,2014,17.198169,"Census Tract 6208, Los Angeles County, California",620800,Manhattan Beach,1400000US06037620800,"(33.8800905, -118.387312)",Asthma_Related_ER_Visits_2014_1400000US06037620800,01/01/2014,85,88,87,86,86,145,32,32,926,238,150,13,150,13,926,150
Health,Asthma,Asthma-Related ER Visits,2017,35.35,"Census Tract 2084.01, Los Angeles County, California",208401,Westlake,1400000US06037208401,"(34.063775, -118.269137)",Asthma_Related_ER_Visits_2017_1400000US06037208401,01/01/2017,166,166,167,164,170,258,76,76,1083,305,258,3,258,3,1083,258
Health,Asthma,Asthma-Related ER Visits,2017,41.43,"Census Tract 5320.01, Los Angeles County, California",532001,Montebello,1400000US06037532001,"(34.0054385, -118.1232295)",Asthma_Related_ER_Visits_2017_1400000US06037532001,01/01/2017,265,265,265,266,265,153,67,67,1965,326,160,14,160,14,1965,160
Health,Asthma,Asthma-Related ER Visits,2017,27.17,"Census Tract 2144, Los Angeles County, California",214400,Fairfax,1400000US06037214400,"(34.078166, -118.3573315)",Asthma_Related_ER_Visits_2017_1400000US06037214400,01/01/2017,105,106,110,107,107,81,76,76,2228,305,85,3,85,3,2228,85
Health,Asthma,Asthma-Related ER Visits,2017,29.02,"Census Tract 2071.02, Los Angeles County, California",207102,Chinatown,1400000US06037207102,"(34.058835, -118.239167)",Asthma_Related_ER_Visits_2017_1400000US06037207102,01/01/2017,142,142,140,137,141,47,76,76,68,305,50,3,50,3,68,50
